2020-11-30 10:34:29.357 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.r.StandaloneResourceManager -Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job 0b0ce8d51742b989469c608cad33d3b7 with allocation id 37e7e91efd83337dde65db560fe3ba19.
2020-11-30 10:34:29.358 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Allocated slot for 241ddebbe12c4cb79a05af3e3235b8a4.
2020-11-30 10:34:29.358 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.t.JobLeaderService -Add job 0b0ce8d51742b989469c608cad33d3b7 for job leader monitoring.
2020-11-30 10:34:29.359 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Receive slot request 37e7e91efd83337dde65db560fe3ba19 for job 0b0ce8d51742b989469c608cad33d3b7 from resource manager with leader id a4057bb1e63849bb433bab8f55af4ef5.
2020-11-30 10:34:29.360 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Allocated slot for 37e7e91efd83337dde65db560fe3ba19.
2020-11-30 10:34:29.360 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.t.JobLeaderService -Add job 0b0ce8d51742b989469c608cad33d3b7 for job leader monitoring.
2020-11-30 10:34:29.361 [mini-cluster-io-thread-2] INFO  o.a.f.r.t.JobLeaderService -Try to register at job manager akka://flink/user/jobmanager_1 with leader id 7bbf3f07-a2bf-499d-a96b-41f4f9b5f5ad.
2020-11-30 10:34:29.362 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.t.JobLeaderService -Resolved JobManager address, beginning registration
2020-11-30 10:34:29.362 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.t.JobLeaderService -Registration at JobManager attempt 1 (timeout=100ms)
2020-11-30 10:34:29.365 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.t.JobLeaderService -Successful registration at job manager akka://flink/user/jobmanager_1 for job 0b0ce8d51742b989469c608cad33d3b7.
2020-11-30 10:34:29.365 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Establish JobManager connection for job 0b0ce8d51742b989469c608cad33d3b7.
2020-11-30 10:34:29.368 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Offer reserved slots to the leader of job 0b0ce8d51742b989469c608cad33d3b7.
2020-11-30 10:34:29.376 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Source: Custom Source -> Timestamps/Watermarks (1/2) (7f9d3304bb54a58a29b30adfb86ecfe9) switched from SCHEDULED to DEPLOYING.
2020-11-30 10:34:29.376 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Deploying Source: Custom Source -> Timestamps/Watermarks (1/2) (attempt #0) to d78d282d-534d-437a-aa02-3942543a38cb @ 127.0.0.1 (dataPort=-1)
2020-11-30 10:34:29.380 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Source: Custom Source -> Timestamps/Watermarks (2/2) (a277195fafe19950014b56035ef1c445) switched from SCHEDULED to DEPLOYING.
2020-11-30 10:34:29.380 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Deploying Source: Custom Source -> Timestamps/Watermarks (2/2) (attempt #0) to d78d282d-534d-437a-aa02-3942543a38cb @ 127.0.0.1 (dataPort=-1)
2020-11-30 10:34:29.380 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Flat Map (1/2) (9cb527d2e4e7dfd217cae9b2b8bf6262) switched from SCHEDULED to DEPLOYING.
2020-11-30 10:34:29.381 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Deploying Flat Map (1/2) (attempt #0) to d78d282d-534d-437a-aa02-3942543a38cb @ 127.0.0.1 (dataPort=-1)
2020-11-30 10:34:29.382 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Flat Map (2/2) (11ce88eeed8921f81317d71a486af84c) switched from SCHEDULED to DEPLOYING.
2020-11-30 10:34:29.382 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Deploying Flat Map (2/2) (attempt #0) to d78d282d-534d-437a-aa02-3942543a38cb @ 127.0.0.1 (dataPort=-1)
2020-11-30 10:34:29.382 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Window(TumblingEventTimeWindows(60000), ContinuousProcessingTimeTrigger, TimeEvictor, ReduceFunction$2, PassThroughWindowFunction) -> Sink: Unnamed (1/2) (3ea69c51d161b088a50b21e0571bf7a3) switched from SCHEDULED to DEPLOYING.
2020-11-30 10:34:29.382 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Deploying Window(TumblingEventTimeWindows(60000), ContinuousProcessingTimeTrigger, TimeEvictor, ReduceFunction$2, PassThroughWindowFunction) -> Sink: Unnamed (1/2) (attempt #0) to d78d282d-534d-437a-aa02-3942543a38cb @ 127.0.0.1 (dataPort=-1)
2020-11-30 10:34:29.397 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Window(TumblingEventTimeWindows(60000), ContinuousProcessingTimeTrigger, TimeEvictor, ReduceFunction$2, PassThroughWindowFunction) -> Sink: Unnamed (2/2) (72b10d959f4b526cf0c1afd3300bbd73) switched from SCHEDULED to DEPLOYING.
2020-11-30 10:34:29.397 [flink-akka.actor.default-dispatcher-3] INFO  o.a.f.r.e.ExecutionGraph -Deploying Window(TumblingEventTimeWindows(60000), ContinuousProcessingTimeTrigger, TimeEvictor, ReduceFunction$2, PassThroughWindowFunction) -> Sink: Unnamed (2/2) (attempt #0) to d78d282d-534d-437a-aa02-3942543a38cb @ 127.0.0.1 (dataPort=-1)
